공포 확률,중립 확률,탐욕 확률,공포탐욕지수
0.0653,0.7126,0.222,57.83
0.1212,0.7398,0.139,50.89
0.2961,0.6535,0.0504,37.71
0.0967,0.873,0.0303,46.68
0.1724,0.5715,0.2561,54.18
0.3653,0.3858,0.2489,44.18
0.1298,0.7868,0.0834,47.68
0.0176,0.916,0.0664,52.44
0.5196,0.1956,0.2848,38.26
0.0377,0.9077,0.0546,50.85
0.0504,0.9257,0.0239,48.67
0.2161,0.5486,0.2353,50.96
0.306,0.5046,0.1895,44.18
0.1437,0.8041,0.0522,45.42
0.4087,0.3358,0.2555,42.34
0.0453,0.9296,0.0251,48.99
0.2483,0.6497,0.102,42.68
0.0398,0.9336,0.0266,49.34
0.1322,0.7311,0.1368,50.23
0.0392,0.9309,0.0299,49.54
0.0953,0.8773,0.0274,46.6
0.0343,0.8492,0.1166,54.11
0.0369,0.9232,0.0399,50.15
0.0396,0.9317,0.0287,49.46
0.4058,0.3895,0.2048,39.95
0.0429,0.9349,0.0223,48.97
0.1251,0.6885,0.1864,53.07
0.1149,0.488,0.3971,64.11
0.0396,0.944,0.0164,48.84
0.0978,0.8148,0.0874,49.48
0.4109,0.4193,0.1698,37.95
0.2039,0.6783,0.1178,45.69
0.049,0.9341,0.0169,48.4
0.0193,0.9119,0.0688,52.48
0.2349,0.5308,0.2343,49.97
0.0225,0.9497,0.0279,50.27
0.1177,0.7944,0.0879,48.51
0.1065,0.8487,0.0448,46.92
0.0258,0.9597,0.0145,49.44
0.0928,0.8581,0.0492,47.82
0.0247,0.9624,0.0129,49.41
0.0677,0.8824,0.0499,49.11
0.1106,0.8209,0.0685,47.89
0.0354,0.9502,0.0144,48.95
0.3553,0.4963,0.1483,39.65
0.0869,0.8856,0.0276,47.04
0.5212,0.2123,0.2665,37.26
0.3654,0.2875,0.347,49.08
0.0359,0.9514,0.0127,48.84
0.6949,0.2351,0.0701,18.76
0.176,0.6721,0.1519,48.8
0.0696,0.8684,0.062,49.62
0.1369,0.8293,0.0339,44.85
0.1872,0.6277,0.1851,49.9
0.5487,0.2103,0.241,34.61
0.3911,0.3394,0.2695,43.92
0.1814,0.7029,0.1158,46.72
0.0262,0.9604,0.0134,49.36
0.2553,0.6719,0.0728,40.88
0.3207,0.2697,0.4096,54.44
0.0326,0.9513,0.0161,49.17
0.3505,0.5113,0.1382,39.38
0.0312,0.1411,0.8277,89.82
0.2176,0.628,0.1544,46.84
0.1391,0.5042,0.3567,60.88
0.0996,0.8487,0.0517,47.61
0.0867,0.8448,0.0685,49.09
0.1252,0.8215,0.0533,46.41
0.4205,0.3165,0.2629,42.12
0.112,0.7863,0.1017,49.49
0.026,0.1021,0.8719,92.3
0.0699,0.805,0.1251,52.76
0.4667,0.2483,0.285,40.92
0.0587,0.9019,0.0394,49.03
0.0262,0.9604,0.0134,49.36
0.4327,0.354,0.2134,39.03
0.3793,0.4018,0.2188,41.98
0.4425,0.2707,0.2868,42.22
0.2159,0.7155,0.0686,42.64
0.098,0.703,0.1989,55.04
0.1445,0.7417,0.1138,48.46
0.3847,0.3042,0.311,46.31
0.1755,0.3642,0.4603,64.24
0.2846,0.1796,0.5358,62.56
0.0202,0.0751,0.9047,94.23
0.3443,0.335,0.3206,48.82
0.0983,0.8549,0.0469,47.43
0.0511,0.9214,0.0275,48.82
0.0251,0.9596,0.0153,49.51
0.406,0.2807,0.3133,45.37
0.0828,0.864,0.0532,48.52
0.2192,0.47,0.3108,54.58
0.0834,0.4731,0.4435,68.01
0.0735,0.6939,0.2326,57.96
0.3435,0.5434,0.1132,38.48
0.5552,0.3539,0.0909,26.78
0.0687,0.9052,0.0261,47.87
0.0436,0.9073,0.0491,50.28
0.0698,0.8124,0.1178,52.4
0.4505,0.3739,0.1756,36.26
0.3036,0.3672,0.3293,51.28
0.1204,0.7971,0.0825,48.1
0.4272,0.1912,0.3816,47.72
0.1043,0.7404,0.1553,52.55
0.1667,0.6741,0.1591,49.62
0.0506,0.8967,0.0528,50.11
0.0785,0.8806,0.0408,48.12
0.0929,0.6443,0.2628,58.5
0.1541,0.6659,0.1799,51.29
0.0264,0.8298,0.1438,55.87
0.2176,0.5072,0.2752,52.88
0.0593,0.899,0.0416,49.12
0.0804,0.8475,0.0722,49.59
0.0964,0.8354,0.0683,48.59
0.3907,0.3209,0.2884,44.88
0.4063,0.5174,0.0763,33.5
0.0502,0.927,0.0228,48.63
0.2865,0.539,0.1745,44.4
0.147,0.7488,0.1042,47.86
0.0783,0.8786,0.043,48.23
0.0366,0.9315,0.0319,49.77
0.0603,0.8634,0.0763,50.8
0.1095,0.2884,0.6022,74.63
0.3741,0.4731,0.1528,38.93
0.2738,0.6514,0.0748,40.05
0.041,0.9069,0.0521,50.55
0.5268,0.2353,0.2379,35.56
0.1189,0.8105,0.0706,47.59
0.1925,0.6997,0.1078,45.76
0.3277,0.3011,0.3712,52.17
0.0224,0.0473,0.9303,95.4
0.3901,0.5505,0.0594,33.46
0.0546,0.9239,0.0214,48.34
0.0243,0.9426,0.0331,50.44
0.1793,0.3934,0.4273,62.4
0.0479,0.7348,0.2173,58.47
0.0959,0.8588,0.0453,47.47
0.4067,0.435,0.1583,37.58
0.469,0.422,0.109,32.0
0.0479,0.3682,0.5839,76.8
0.0655,0.9103,0.0243,47.94
0.0208,0.9056,0.0736,52.64
0.0795,0.7705,0.15,53.52
0.076,0.7747,0.1492,53.66
0.2834,0.6696,0.0469,38.18
0.2516,0.4733,0.2751,51.18
0.0211,0.064,0.9149,94.69
0.3265,0.3199,0.3536,51.35
0.3505,0.5113,0.1382,39.38
0.0239,0.0766,0.8995,93.78
0.3551,0.4038,0.2411,44.3
0.3721,0.4222,0.2057,41.68
0.2656,0.5361,0.1983,46.64
0.1013,0.5679,0.3308,61.48
0.0267,0.951,0.0222,49.77
0.5561,0.3624,0.0815,26.27
0.074,0.7644,0.1616,54.38
0.0371,0.8061,0.1568,55.99
0.0772,0.8562,0.0666,49.47
0.0592,0.8986,0.0422,49.15
0.0298,0.9168,0.0533,51.18
0.0694,0.3081,0.6226,77.66
0.1211,0.6669,0.2119,54.54
0.0648,0.846,0.0892,51.22
0.0595,0.8858,0.0547,49.76
0.3988,0.2557,0.3455,47.34
0.1842,0.6911,0.1247,47.03
0.0349,0.937,0.0281,49.66
0.4439,0.2514,0.3047,43.04
0.3535,0.4261,0.2204,43.34
0.0639,0.9061,0.0299,48.3
0.1113,0.8368,0.0519,47.03
0.2489,0.3542,0.3969,57.4
0.3181,0.2821,0.3998,54.08
0.2321,0.6084,0.1595,46.37
0.0362,0.9048,0.059,51.14
0.1805,0.5616,0.2579,53.87
0.0759,0.872,0.0521,48.81
0.1249,0.6751,0.2,53.75
0.3816,0.4014,0.217,41.77
0.456,0.3356,0.2085,37.63
0.1368,0.6114,0.2517,55.74
0.0894,0.8745,0.0361,47.33
0.1369,0.8334,0.0297,44.64
0.0703,0.9038,0.0259,47.78
0.0362,0.9282,0.0356,49.97
0.0341,0.94,0.026,49.6
0.095,0.7496,0.1554,53.02
0.0522,0.7044,0.2435,59.56
0.1055,0.8308,0.0637,47.91
0.2684,0.3517,0.3799,55.57
0.0222,0.955,0.0228,50.03
0.0247,0.1258,0.8496,91.24
0.1697,0.67,0.1603,49.53
0.5562,0.1689,0.2749,35.94
0.1082,0.8171,0.0747,48.33
0.0868,0.6313,0.2819,59.75
0.1977,0.6333,0.169,48.56
0.0875,0.6924,0.2201,56.63
0.0935,0.3649,0.5416,72.4
0.0627,0.9126,0.0248,48.11
0.0208,0.075,0.9042,94.17
0.1923,0.6092,0.1985,50.31
0.0317,0.9553,0.013,49.07
0.1213,0.8439,0.0348,45.68
0.039,0.9176,0.0434,50.22
0.2224,0.1617,0.6158,69.67
0.2022,0.1847,0.6131,70.55
0.3174,0.5759,0.1067,39.47
0.0645,0.8954,0.0401,48.78
0.055,0.3329,0.6122,77.86
0.0775,0.8834,0.0392,48.09
0.3997,0.2495,0.3508,47.56
0.3688,0.4672,0.164,39.76
0.1299,0.8331,0.037,45.35
0.0825,0.6116,0.3058,61.17
0.0501,0.6013,0.3486,64.93
0.0379,0.7905,0.1716,56.68
0.1646,0.727,0.1085,47.2
0.0316,0.9456,0.0227,49.56
0.291,0.6158,0.0932,40.11
0.1395,0.4801,0.3804,62.05
0.0272,0.1543,0.8185,89.56
0.068,0.8743,0.0577,49.48
0.1909,0.6874,0.1217,46.54
0.247,0.5372,0.2159,48.45
0.1077,0.843,0.0493,47.08
0.3098,0.3034,0.3869,53.85
0.1971,0.6965,0.1064,45.46
0.2164,0.7075,0.0761,42.99
0.2651,0.2598,0.4751,60.5
0.1252,0.8213,0.0535,46.41
0.4792,0.2771,0.2437,38.23
0.2643,0.563,0.1727,45.42
0.0942,0.8287,0.0771,49.15
0.0354,0.9502,0.0144,48.95
0.1803,0.6707,0.1491,48.44
0.0247,0.9624,0.0129,49.41
0.0754,0.7869,0.1377,53.11
0.0499,0.9069,0.0432,49.66
0.262,0.2238,0.5142,62.61
0.0297,0.7949,0.1753,57.28
0.0667,0.8291,0.1043,51.88
0.0223,0.9361,0.0416,50.97
0.0366,0.9361,0.0273,49.54
0.1131,0.6911,0.1958,54.14
0.1388,0.6391,0.2221,54.17
0.1059,0.8667,0.0274,46.07
0.1954,0.5601,0.2445,52.46
0.0258,0.9617,0.0125,49.33
0.3906,0.3662,0.2432,42.63
0.0514,0.8794,0.0692,50.89
0.375,0.2443,0.3807,50.28
0.0352,0.9025,0.0622,51.35
0.105,0.7357,0.1593,52.72
0.2338,0.6274,0.1388,45.25
0.0581,0.9149,0.0269,48.44
0.2212,0.5769,0.2019,49.03
0.029,0.2354,0.7356,85.33
0.1754,0.7202,0.1044,46.45
0.5154,0.1902,0.2944,38.95
0.0363,0.9382,0.0255,49.46
0.1231,0.8384,0.0385,45.77
0.0653,0.9081,0.0267,48.07
0.0761,0.7944,0.1295,52.67
0.0357,0.935,0.0292,49.67
0.0197,0.0538,0.9265,95.34
0.1441,0.7009,0.1549,50.54
0.0604,0.1279,0.8117,87.57
0.1516,0.5932,0.2552,55.18
0.0651,0.8868,0.0482,49.16
0.1084,0.6225,0.269,58.03
0.0896,0.8795,0.031,47.07
0.0433,0.9371,0.0196,48.82
0.1687,0.7271,0.1042,46.78
0.0312,0.8833,0.0855,52.72
0.0327,0.9542,0.0131,49.02
0.3367,0.5526,0.1107,38.7
0.0517,0.9274,0.0208,48.46
0.1445,0.7698,0.0856,47.05
0.1436,0.7361,0.1202,48.83
0.1219,0.8091,0.069,47.36
0.2272,0.6703,0.1024,43.76
0.3178,0.6092,0.073,37.76
0.0201,0.0659,0.914,94.69
0.4316,0.2936,0.2748,42.16
0.0358,0.943,0.0212,49.27
0.0992,0.8526,0.0482,47.45
0.0532,0.927,0.0198,48.33
0.0323,0.9048,0.0628,51.52
0.0809,0.7533,0.1658,54.25
0.0513,0.8744,0.0744,51.16
0.0171,0.9446,0.0382,51.05
0.0427,0.8444,0.1129,53.51
0.1802,0.6667,0.1531,48.64
0.3225,0.596,0.0815,37.95
0.0193,0.9494,0.0313,50.6
0.102,0.8309,0.0671,48.26
0.2668,0.5759,0.1573,44.52
0.056,0.8662,0.0778,51.09
0.1013,0.6464,0.2523,57.55
0.1564,0.1197,0.7239,78.38
0.0975,0.3047,0.5978,75.01
0.0371,0.928,0.0349,49.89
0.2079,0.5871,0.205,49.86
0.0943,0.7169,0.1888,54.72
0.0719,0.8386,0.0896,50.89
0.1834,0.6501,0.1665,49.16
0.0771,0.8777,0.0451,48.4
0.2341,0.6722,0.0937,42.98
0.0343,0.9361,0.0296,49.76
0.0484,0.898,0.0536,50.26
0.0732,0.9016,0.0251,47.6
0.3439,0.2033,0.4528,55.45
0.0375,0.9457,0.0168,48.97
0.0303,0.9532,0.0165,49.31
0.1236,0.7431,0.1334,50.49
0.2882,0.6354,0.0764,39.41
0.0297,0.9498,0.0205,49.54
0.0865,0.7779,0.1356,52.46
0.3051,0.4026,0.2923,49.36
0.4789,0.2194,0.3017,41.14
0.2294,0.0953,0.6753,72.3
0.3352,0.4731,0.1917,42.83
0.021,0.959,0.02,49.95
0.0891,0.882,0.0289,46.99
0.4662,0.2529,0.2808,40.73
0.3326,0.1592,0.5082,58.78
0.1329,0.621,0.246,55.65
0.0541,0.9218,0.0241,48.5
0.3013,0.1434,0.5553,62.7
0.0403,0.8676,0.0921,52.59
0.4235,0.3813,0.1952,38.59
0.1645,0.273,0.5625,69.9
0.2966,0.5724,0.131,41.72
0.0732,0.8291,0.0977,51.23
0.3175,0.1542,0.5284,60.55
0.0685,0.8972,0.0343,48.29
0.0815,0.7846,0.1339,52.62
0.064,0.8855,0.0505,49.32
0.118,0.8307,0.0512,46.66
0.0934,0.8562,0.0504,47.85
0.0447,0.9336,0.0217,48.85
0.0486,0.8355,0.116,53.37
0.189,0.6895,0.1216,46.63
0.1803,0.4265,0.3932,60.65
0.0438,0.9285,0.0277,49.2
0.156,0.609,0.2349,53.95
0.3668,0.4032,0.23,43.16
0.1274,0.1663,0.7064,78.95
0.0534,0.9245,0.0221,48.43
0.1157,0.8025,0.0818,48.31
0.2422,0.6659,0.0919,42.49
0.2545,0.6918,0.0537,39.96
0.0771,0.8448,0.0781,50.05
0.1023,0.8398,0.0578,47.77
0.0525,0.8428,0.1047,52.61
0.0678,0.9024,0.0299,48.11
0.3461,0.4142,0.2397,44.68
0.2755,0.1893,0.5352,62.99
0.0962,0.8452,0.0587,48.13
0.0563,0.8847,0.059,50.13
0.0909,0.742,0.1671,53.81
0.0893,0.8177,0.0929,50.18
0.0505,0.9267,0.0228,48.62
0.2783,0.6058,0.1158,41.88
0.2028,0.6014,0.1957,49.65
0.1423,0.4534,0.4043,63.1
0.0538,0.9017,0.0445,49.53
0.225,0.6732,0.1018,43.84
0.0349,0.9098,0.0553,51.02
0.2212,0.275,0.5039,64.14
0.0396,0.944,0.0164,48.84
0.2044,0.5584,0.2372,51.64
0.2094,0.6284,0.1622,47.64
0.119,0.7808,0.1003,49.07
0.0293,0.9542,0.0165,49.36
0.1748,0.6843,0.1409,48.31
0.0485,0.9328,0.0187,48.51
0.1627,0.6684,0.1689,50.31
0.3916,0.5041,0.1043,35.64
0.2069,0.1877,0.6054,69.92
0.493,0.2793,0.2277,36.74
0.1619,0.4354,0.4027,62.04
0.034,0.8661,0.1,53.3
0.0354,0.9502,0.0144,48.95
0.084,0.666,0.25,58.3
0.0375,0.9395,0.023,49.27
0.0378,0.947,0.0152,48.87
0.1069,0.7738,0.1193,50.62
0.1746,0.1542,0.6712,74.83
0.0388,0.8786,0.0825,52.18
0.0673,0.9111,0.0216,47.72
0.2727,0.5956,0.1316,42.94
0.0915,0.8404,0.0681,48.83
0.3061,0.5359,0.158,42.59
0.0704,0.3592,0.5704,75.0
0.1459,0.7773,0.0767,46.54
0.1467,0.7881,0.0652,45.93
0.0788,0.6963,0.225,57.31
0.2068,0.6378,0.1555,47.43
0.047,0.9358,0.0172,48.51
0.1367,0.8126,0.0507,45.7
0.081,0.7656,0.1533,53.62
0.3127,0.577,0.1104,39.88
0.0296,0.9466,0.0239,49.72
0.1524,0.6768,0.1708,50.92
0.1036,0.8152,0.0812,48.88
0.2794,0.5452,0.1753,44.79
0.4286,0.2189,0.3525,46.19
0.2374,0.3469,0.4157,58.91
0.0265,0.9217,0.0518,51.26
0.2865,0.4026,0.3109,51.22
0.0468,0.8353,0.1179,53.56
0.0688,0.8831,0.048,48.96
0.1367,0.8068,0.0565,45.99
0.3055,0.1756,0.519,60.68
0.2181,0.2839,0.498,63.99
0.0339,0.9236,0.0424,50.43
0.0252,0.9625,0.0123,49.36
0.168,0.765,0.0671,44.96
0.03,0.9097,0.0603,51.51
0.046,0.9339,0.0202,48.71
0.2317,0.6462,0.122,44.52
0.0945,0.7942,0.1114,50.85
0.1708,0.672,0.1572,49.32
0.033,0.9298,0.0372,50.21
0.1375,0.5842,0.2783,57.04
0.0593,0.8759,0.0648,50.28
0.1043,0.7967,0.099,49.74
0.2956,0.3636,0.3407,52.25
0.3444,0.2681,0.3875,52.15
0.2967,0.5804,0.1229,41.31
0.3422,0.4469,0.2109,43.43
0.0733,0.7665,0.1602,54.34
0.3862,0.3671,0.2467,43.03
0.1024,0.8679,0.0297,46.37
0.0446,0.9316,0.0238,48.96
0.201,0.7543,0.0447,42.18
0.2648,0.5957,0.1395,43.74
0.2899,0.27,0.4402,57.52
0.1051,0.8546,0.0403,46.76
0.0497,0.7842,0.1661,55.82
0.0591,0.8496,0.0913,51.61
0.0545,0.629,0.3165,63.1
0.0587,0.8034,0.1379,53.96
0.5748,0.1694,0.2558,34.05
0.1567,0.2048,0.6384,74.09
0.2998,0.4938,0.2064,45.33
0.0559,0.9016,0.0425,49.33
0.3802,0.3422,0.2775,44.86
0.0677,0.9045,0.0278,48.0
0.2524,0.6529,0.0947,42.11
0.0354,0.9502,0.0144,48.95
0.0354,0.9502,0.0144,48.95
0.0541,0.7652,0.1807,56.33
0.2077,0.7467,0.0456,41.9
0.0407,0.9215,0.0378,49.85
0.0981,0.7809,0.121,51.15
0.3485,0.286,0.3656,50.86
0.0558,0.9114,0.0329,48.85
0.3079,0.5578,0.1344,41.32
0.2109,0.6565,0.1326,46.09
0.018,0.9666,0.0154,49.87
0.145,0.6552,0.1998,52.74
0.0291,0.9566,0.0143,49.26
0.0286,0.9583,0.0131,49.22
0.2055,0.6964,0.0981,44.63
0.0606,0.6397,0.2997,61.95
0.0866,0.8793,0.0341,47.37
0.054,0.9231,0.0229,48.45
0.0956,0.829,0.0753,48.98
0.0549,0.9188,0.0264,48.58
0.2335,0.5867,0.1798,47.31
0.1811,0.7223,0.0966,45.78
0.0851,0.8411,0.0738,49.44
0.1946,0.7156,0.0898,44.76
0.0929,0.8781,0.029,46.8
0.0352,0.9408,0.024,49.44
0.0698,0.9028,0.0275,47.89
0.0492,0.9316,0.0192,48.5
0.2807,0.6358,0.0836,40.15
0.0456,0.8801,0.0743,51.43
0.1821,0.7334,0.0845,45.12
0.3582,0.3903,0.2515,44.67
0.0249,0.9613,0.0138,49.44
0.0435,0.9181,0.0385,49.75
0.1629,0.1349,0.7022,76.96
0.0508,0.8935,0.0558,50.25
0.0659,0.7435,0.1906,56.23
0.3304,0.5818,0.0878,37.87
0.0693,0.4785,0.4521,69.14
0.0721,0.8952,0.0326,48.02
0.0258,0.9617,0.0125,49.33
0.1031,0.8349,0.0621,47.95
0.1789,0.4764,0.3447,58.29
0.432,0.4573,0.1108,33.94
0.4585,0.3621,0.1795,36.05
0.3271,0.2638,0.4091,54.1
0.0911,0.8486,0.0603,48.46
0.0387,0.9193,0.0421,50.17
0.1117,0.8308,0.0575,47.29
0.1899,0.6771,0.1331,47.16
0.0785,0.7425,0.1789,55.02
0.4,0.3863,0.2138,40.69
0.0377,0.9163,0.046,50.42
0.0566,0.8079,0.1355,53.94
0.074,0.8879,0.0381,48.2
0.0426,0.9355,0.0219,48.96
0.4096,0.2538,0.3366,46.35
0.3736,0.5343,0.0922,35.93
0.0808,0.8997,0.0195,46.93
0.1762,0.6926,0.1312,47.75
0.036,0.8691,0.095,52.95
0.1098,0.7759,0.1143,50.22
0.1215,0.8339,0.0445,46.15
0.1594,0.4478,0.3928,61.67
0.1295,0.7474,0.1231,49.68
0.3394,0.5573,0.1033,38.19
0.2073,0.63,0.1627,47.77
0.0268,0.9575,0.0158,49.45
0.0533,0.8787,0.068,50.74
0.1112,0.7353,0.1536,52.12
0.1694,0.499,0.3316,58.11
0.2108,0.6958,0.0934,44.13
0.3125,0.3013,0.3862,53.68
0.1295,0.7029,0.1677,51.91
0.0688,0.8774,0.0537,49.25
0.0287,0.9589,0.0124,49.19
0.0345,0.8928,0.0727,51.91
0.0586,0.9182,0.0232,48.23
0.2321,0.6651,0.1028,43.54
0.2525,0.4957,0.2518,49.97
0.0203,0.9618,0.0178,49.87
0.0637,0.8073,0.1289,53.26
0.136,0.7773,0.0866,47.53
0.1276,0.8001,0.0723,47.24
0.0837,0.6056,0.3107,61.35
0.2158,0.3187,0.4655,62.48
0.2802,0.6165,0.1033,41.15
0.0782,0.8139,0.1079,51.49
0.1257,0.8058,0.0685,47.14
0.0243,0.0808,0.8949,93.53
0.0634,0.5379,0.3987,66.77
0.026,0.9038,0.0702,52.21
0.0604,0.9239,0.0157,47.76
0.0591,0.9141,0.0268,48.39
0.5238,0.3849,0.0914,28.38
0.2128,0.2568,0.5304,65.88
0.2306,0.6084,0.1609,46.52
0.4729,0.1879,0.3392,43.32
0.1335,0.5923,0.2742,57.04
0.2727,0.4913,0.236,48.16
0.0364,0.949,0.0146,48.91
0.184,0.3203,0.4957,65.58
0.2739,0.2974,0.4287,57.74
0.0736,0.1582,0.7683,84.74
0.0778,0.6143,0.3078,61.5
0.1075,0.827,0.0656,47.91
0.1302,0.7941,0.0757,47.27
0.0772,0.4231,0.4997,71.13
0.0605,0.9022,0.0374,48.84
0.1772,0.7531,0.0697,44.62
0.1177,0.6375,0.2447,56.35
0.3412,0.3981,0.2607,45.97
0.0957,0.7984,0.1059,50.51
0.0863,0.5221,0.3917,65.27
0.3253,0.4045,0.2702,47.24
0.1521,0.4907,0.3571,60.25
0.0276,0.943,0.0294,50.09
0.0233,0.9628,0.0139,49.53
0.2015,0.6833,0.1151,45.68
0.1372,0.7932,0.0696,46.62
0.0724,0.8778,0.0499,48.87
0.2014,0.3738,0.4249,61.17
0.407,0.2642,0.3288,46.09
0.1767,0.7503,0.073,44.82
0.0261,0.9334,0.0405,50.72
0.0788,0.8528,0.0684,49.48
0.0735,0.8543,0.0723,49.94
0.1369,0.771,0.0921,47.76
0.2979,0.2369,0.4652,58.37
0.0524,0.1093,0.8383,89.3
0.0444,0.9303,0.0254,49.05
0.3301,0.1138,0.5561,61.3
0.0382,0.8864,0.0753,51.86
0.0265,0.129,0.8445,90.9
0.0798,0.8531,0.0671,49.36
0.0761,0.6759,0.248,58.59
0.0429,0.9105,0.0466,50.19
0.0419,0.9376,0.0205,48.93
0.1333,0.8321,0.0346,45.06
0.1269,0.845,0.0282,45.07
0.1841,0.6836,0.1324,47.42
0.5676,0.3676,0.0648,24.86
0.2531,0.6359,0.1111,42.9
0.1663,0.7777,0.056,44.48
0.1511,0.6707,0.1782,51.36
0.3211,0.3918,0.2871,48.3
0.1122,0.6323,0.2555,57.17
0.1033,0.8694,0.0273,46.2
0.0596,0.8972,0.0433,49.19
0.2684,0.1576,0.574,65.28
0.1845,0.1668,0.6487,73.21
0.0831,0.8825,0.0344,47.56
0.0984,0.6403,0.2613,58.14
0.0408,0.8661,0.0931,52.61
0.0228,0.9347,0.0425,50.98
0.0705,0.8574,0.0721,50.08
0.0895,0.8066,0.1039,50.72
0.026,0.9615,0.0125,49.32
0.1329,0.71,0.1571,51.21
0.0757,0.7671,0.1572,54.08
0.0777,0.6914,0.2309,57.66
0.6339,0.22,0.146,25.61
0.2499,0.539,0.2111,48.06
0.3035,0.5693,0.1272,41.18
0.0794,0.7534,0.1672,54.39
0.0288,0.9544,0.0167,49.39
0.0582,0.7553,0.1865,56.42
0.2005,0.573,0.2265,51.3
0.2945,0.5365,0.1689,43.72
0.1646,0.3929,0.4425,63.9
0.2139,0.33,0.4561,62.11
0.0291,0.0877,0.8832,92.7
0.2801,0.5196,0.2002,46.0
0.0494,0.937,0.0137,48.22
0.0784,0.4393,0.4823,70.2
0.044,0.9408,0.0152,48.56
0.0476,0.9335,0.019,48.57
0.1319,0.8133,0.0548,46.14
0.1229,0.6503,0.2268,55.2
0.0905,0.7873,0.1222,51.58
0.0269,0.9608,0.0123,49.27
0.1266,0.7781,0.0954,48.44
0.0262,0.9604,0.0134,49.36
0.3899,0.1902,0.4199,51.5
0.4512,0.4469,0.1018,32.53
0.0545,0.8819,0.0636,50.46
0.0818,0.8421,0.076,49.71
0.0377,0.9315,0.0309,49.66
0.3703,0.5094,0.1204,37.5
0.3051,0.5372,0.1577,42.63
0.0314,0.9559,0.0127,49.06
0.6518,0.2794,0.0688,20.85
0.0847,0.8108,0.1046,50.99
0.035,0.9078,0.0572,51.11
0.1137,0.2714,0.6149,75.06
0.1059,0.2537,0.6403,76.72
0.0571,0.6528,0.29,61.65
0.0906,0.8625,0.0469,47.81
0.128,0.7793,0.0927,48.24
0.0764,0.8832,0.0403,48.2
0.2809,0.5461,0.173,44.61
0.0812,0.8081,0.1107,51.48
0.0945,0.7984,0.1072,50.64
0.5803,0.1933,0.2264,32.31
0.2292,0.6745,0.0963,43.36
0.2723,0.5461,0.1817,45.47
0.0234,0.9638,0.0128,49.47
0.159,0.6312,0.2098,52.54
0.05,0.9107,0.0393,49.46
0.1068,0.2629,0.6302,76.17
0.2597,0.1709,0.5694,65.48
0.0241,0.8966,0.0794,52.76
0.059,0.8945,0.0465,49.37
0.119,0.8058,0.0752,47.81
0.0576,0.8169,0.1255,53.4
0.1515,0.7243,0.1242,48.64
0.4258,0.2274,0.3468,46.05
0.1343,0.4979,0.3679,61.68
0.0738,0.8666,0.0596,49.29
0.0378,0.9459,0.0163,48.93
0.0354,0.9113,0.0532,50.89
0.0763,0.8411,0.0825,50.31
0.0237,0.9616,0.0147,49.55
0.4171,0.2107,0.3722,47.76
0.12,0.5576,0.3224,60.12
0.0792,0.8851,0.0357,47.83
0.0518,0.9194,0.0288,48.85
0.0808,0.849,0.0702,49.47
0.0892,0.8334,0.0773,49.41
0.0323,0.8833,0.0844,52.6
0.2858,0.4913,0.2229,46.86
0.1994,0.2806,0.5199,66.03
0.2388,0.324,0.4372,59.92
0.0719,0.8924,0.0357,48.19
0.2309,0.4805,0.2886,52.89
0.2709,0.3436,0.3855,55.73
0.0939,0.8365,0.0696,48.79
0.1565,0.2681,0.5754,70.95
0.0235,0.1103,0.8661,92.13
0.186,0.7077,0.1063,46.02
0.0556,0.913,0.0315,48.79
0.4397,0.3638,0.1965,37.84
0.0606,0.3217,0.6177,77.85
0.0903,0.8909,0.0188,46.43
0.3645,0.2264,0.4091,52.23
0.0828,0.7531,0.1641,54.06
0.5883,0.1875,0.2242,31.79
0.4234,0.2084,0.3683,47.25
0.0925,0.844,0.0635,48.55
0.2005,0.6518,0.1477,47.36
0.2539,0.6414,0.1047,42.54
0.0268,0.1628,0.8104,89.18
0.0372,0.9413,0.0215,49.22
0.0454,0.9332,0.0214,48.8
0.2707,0.5534,0.1759,45.26
0.0707,0.8988,0.0304,47.99
0.2288,0.6845,0.0867,42.89
0.199,0.5146,0.2864,54.37
0.1628,0.7759,0.0613,44.93
0.0571,0.8906,0.0523,49.76
0.2642,0.3997,0.3361,53.6
0.2254,0.6833,0.0913,43.3
0.043,0.9442,0.0128,48.49
0.0734,0.8731,0.0535,49.01
0.0709,0.7713,0.1578,54.34
0.4317,0.3274,0.2409,40.46
0.1218,0.7984,0.0798,47.9
0.0417,0.8952,0.0631,51.07
0.0597,0.858,0.0823,51.13
0.1049,0.7984,0.0967,49.59
0.0527,0.8838,0.0635,50.54
0.0232,0.9584,0.0184,49.76
0.1555,0.6881,0.1563,50.04
0.055,0.839,0.1061,52.55
0.0911,0.8564,0.0525,48.07
0.2,0.555,0.245,52.25
0.3428,0.2196,0.4376,54.74
0.0368,0.9312,0.032,49.76
0.1125,0.8366,0.0509,46.92
0.4461,0.4291,0.1248,33.94
0.0659,0.8492,0.0849,50.95
0.2154,0.5611,0.2235,50.41
0.1278,0.6742,0.198,53.51
0.5158,0.2134,0.2707,37.74
0.0244,0.9543,0.0213,49.84
0.106,0.7818,0.1121,50.31
0.1766,0.6769,0.1465,48.5
0.3186,0.522,0.1594,42.04
0.0614,0.1709,0.7677,85.31
0.0487,0.6972,0.2541,60.27
0.0932,0.8355,0.0712,48.9
0.0835,0.7484,0.168,54.23
