공포 확률,중립 확률,탐욕 확률,공포탐욕지수
0.0877,0.8654,0.0469,47.96
0.2027,0.7213,0.076,43.67
0.0295,0.9329,0.0377,50.41
0.2001,0.3336,0.4663,63.31
0.1236,0.7895,0.087,48.17
0.0519,0.8804,0.0677,50.79
0.0546,0.2389,0.7065,82.59
0.0656,0.8836,0.0507,49.25
0.0229,0.9293,0.0478,51.25
0.0303,0.9263,0.0433,50.65
0.0799,0.3823,0.5378,72.9
0.2719,0.4011,0.327,52.75
0.1356,0.2817,0.5827,72.35
0.0204,0.0674,0.9122,94.59
0.0777,0.1951,0.7272,82.47
0.1855,0.7651,0.0495,43.2
0.0412,0.9317,0.027,49.29
0.038,0.9433,0.0187,49.04
0.0367,0.8887,0.0746,51.9
0.1083,0.824,0.0678,47.97
0.0436,0.8382,0.1183,53.73
0.0259,0.9503,0.0238,49.9
0.0472,0.933,0.0197,48.63
0.0634,0.8839,0.0527,49.47
0.1342,0.7828,0.083,47.44
0.0498,0.9253,0.0249,48.76
0.0566,0.8238,0.1196,53.15
0.0802,0.7973,0.1225,52.11
0.0699,0.8882,0.0419,48.6
0.0261,0.9599,0.014,49.39
0.0441,0.2179,0.738,84.69
0.0442,0.8893,0.0665,51.12
0.0564,0.878,0.0656,50.46
0.0759,0.899,0.0251,47.46
0.0368,0.6272,0.3359,64.95
0.0671,0.8512,0.0817,50.73
0.3637,0.3091,0.3271,48.17
0.1023,0.8616,0.0361,46.69
0.0697,0.238,0.6923,81.13
0.2643,0.1843,0.5514,64.35
0.0398,0.9025,0.0577,50.9
0.1204,0.8322,0.0474,46.35
0.0462,0.8982,0.0556,50.47
0.0474,0.9308,0.0218,48.72
0.0194,0.0852,0.8954,93.8
0.2465,0.5408,0.2127,48.31
0.0309,0.8635,0.1056,53.74
0.4007,0.17,0.4293,51.43
0.0732,0.752,0.1748,55.08
0.1362,0.6193,0.2446,55.42
0.1012,0.8042,0.0946,49.67
0.1395,0.6033,0.2572,55.88
0.2348,0.4711,0.2941,52.97
0.0394,0.9025,0.0581,50.94
0.0273,0.9493,0.0234,49.8
0.0869,0.8459,0.0672,49.02
0.1336,0.3147,0.5517,70.91
0.0319,0.9504,0.0177,49.29
0.2111,0.6541,0.1348,46.18
0.0709,0.8551,0.074,50.15
0.0675,0.8981,0.0343,48.34
0.0386,0.9439,0.0174,48.94
0.0632,0.6476,0.2892,61.3
0.0648,0.8971,0.0381,48.66
0.0815,0.8814,0.0371,47.78
0.1082,0.8584,0.0334,46.26
0.0207,0.0486,0.9307,95.5
0.1892,0.6619,0.1489,47.99
0.2585,0.5845,0.1571,44.93
0.0747,0.8357,0.0896,50.75
0.0596,0.8379,0.1026,52.15
0.0406,0.9271,0.0323,49.59
0.0354,0.9502,0.0144,48.95
0.1226,0.7844,0.093,48.52
0.0337,0.9325,0.0338,50.0
0.081,0.1865,0.7325,82.58
0.1961,0.7042,0.0997,45.18
0.0244,0.9171,0.0586,51.71
0.0808,0.8503,0.0688,49.4
0.115,0.7552,0.1298,50.74
0.0751,0.8575,0.0674,49.61
0.3777,0.2418,0.3806,50.14
0.0437,0.9411,0.0151,48.57
0.0201,0.0639,0.916,94.8
0.1019,0.8278,0.0703,48.42
0.4059,0.316,0.2781,43.61
0.0456,0.7117,0.2427,59.85
0.0508,0.9025,0.0468,49.8
0.0171,0.0513,0.9316,95.72
0.0166,0.9619,0.0214,50.24
0.0333,0.9565,0.0102,48.85
0.1116,0.8179,0.0705,47.94
0.0927,0.8432,0.0641,48.57
0.0194,0.0539,0.9267,95.37
0.019,0.0547,0.9263,95.37
0.0571,0.8352,0.1077,52.53
0.0173,0.0772,0.9055,94.41
0.0335,0.1039,0.8626,91.46
0.046,0.703,0.2511,60.26
0.0647,0.9177,0.0176,47.65
0.1098,0.788,0.1022,49.62
0.0993,0.8266,0.0741,48.74
0.0517,0.8129,0.1354,54.18
0.0203,0.0756,0.9041,94.19
0.0927,0.7688,0.1385,52.29
0.0201,0.0659,0.914,94.69
0.065,0.5589,0.3761,65.55
0.3091,0.515,0.1759,43.34
0.0815,0.3033,0.6151,76.68
0.0325,0.9177,0.0498,50.86
0.1758,0.5559,0.2683,54.62
0.0363,0.8672,0.0966,53.01
0.1091,0.7008,0.1901,54.05
0.3441,0.4104,0.2454,45.06
0.3058,0.2776,0.4166,55.54
0.2314,0.3063,0.4624,61.55
0.2336,0.5788,0.1876,47.7
0.0819,0.1972,0.7209,81.95
0.2009,0.5456,0.2535,52.63
0.2644,0.3157,0.4199,57.78
0.253,0.2049,0.5421,64.45
0.0527,0.9214,0.0259,48.66
0.3951,0.2103,0.3946,49.97
0.0809,0.8025,0.1166,51.79
0.2721,0.2763,0.4515,58.97
0.0467,0.9247,0.0286,49.09
0.1979,0.7275,0.0746,43.84
0.104,0.7732,0.1229,50.95
0.1051,0.1816,0.7133,80.41
0.0579,0.8979,0.0443,49.32
0.0281,0.933,0.0389,50.54
0.0475,0.2541,0.6984,82.55
0.0813,0.2246,0.6941,80.64
0.0322,0.9388,0.029,49.84
0.1175,0.0755,0.807,84.47
0.0408,0.9145,0.0447,50.2
0.0371,0.7962,0.1667,56.48
0.0359,0.9459,0.0182,49.12
0.0361,0.9317,0.0322,49.8
0.033,0.8387,0.1283,54.77
0.0637,0.6314,0.3048,62.05
0.4993,0.1916,0.3091,40.49
0.1215,0.816,0.0624,47.05
0.3597,0.3933,0.2471,44.37
0.0262,0.8259,0.1479,56.09
0.021,0.9183,0.0607,51.98
0.3623,0.122,0.5157,57.67
0.2139,0.5114,0.2747,53.04
0.2757,0.5088,0.2155,46.99
0.0535,0.9174,0.0291,48.78
0.0856,0.8398,0.0746,49.45
0.039,0.9235,0.0375,49.93
0.1225,0.7124,0.165,52.13
0.1192,0.1581,0.7227,80.17
0.0459,0.8693,0.0848,51.94
0.1109,0.8299,0.0592,47.41
0.0391,0.9279,0.033,49.69
0.0305,0.9556,0.0138,49.16
0.1037,0.5376,0.3588,62.75
0.2479,0.1579,0.5942,67.31
0.0929,0.8185,0.0886,49.79
0.0278,0.9128,0.0594,51.58
0.0649,0.9004,0.0348,48.5
0.0299,0.9101,0.0599,51.5
0.0329,0.9497,0.0173,49.22
0.2832,0.2728,0.444,58.04
0.3256,0.1703,0.504,58.92
0.1509,0.6724,0.1768,51.3
0.039,0.9352,0.0259,49.35
0.31,0.3027,0.3873,53.86
0.1083,0.6253,0.2663,57.9
0.0396,0.9014,0.059,50.97
0.0562,0.3143,0.6295,78.67
0.0608,0.4181,0.5211,73.02
0.0172,0.961,0.0219,50.24
0.1201,0.7976,0.0823,48.11
0.0294,0.1048,0.8658,91.82
0.0951,0.805,0.0998,50.23
0.0438,0.839,0.1172,53.67
0.0443,0.9034,0.0523,50.4
0.035,0.8704,0.0946,52.98
0.0826,0.8752,0.0421,47.97
0.0282,0.9562,0.0156,49.37
0.1871,0.7582,0.0547,43.38
0.0431,0.9105,0.0465,50.17
0.449,0.3553,0.1957,37.34
0.1121,0.1093,0.7786,83.32
0.1479,0.7619,0.0902,47.11
0.3046,0.5285,0.1669,43.12
0.198,0.7156,0.0864,44.42
0.0354,0.9502,0.0144,48.95
0.1029,0.7468,0.1504,52.38
0.0878,0.7608,0.1514,53.18
0.435,0.3922,0.1729,36.89
0.0307,0.1101,0.8592,91.42
0.077,0.8977,0.0254,47.42
0.0556,0.2451,0.6992,82.18
0.0342,0.9541,0.0117,48.87
0.0365,0.9479,0.0156,48.96
0.1024,0.6702,0.2274,56.25
0.0565,0.8394,0.104,52.38
0.0502,0.8802,0.0696,50.97
0.0556,0.8776,0.0669,50.57
0.0616,0.8653,0.0731,50.57
0.1242,0.6319,0.2439,55.98
0.0402,0.9317,0.0281,49.39
0.032,0.9309,0.0372,50.26
0.2097,0.5371,0.2532,52.18
0.221,0.3537,0.4253,60.22
0.1378,0.8029,0.0593,46.07
0.1284,0.8163,0.0553,46.34
0.0388,0.9474,0.0138,48.75
0.0247,0.9624,0.0129,49.41
0.3838,0.371,0.2453,43.07
0.2033,0.5765,0.2201,50.84
0.1741,0.5083,0.3176,57.17
0.0411,0.8579,0.101,52.99
0.0651,0.1608,0.7741,85.45
0.3947,0.2075,0.3978,50.15
0.0322,0.9401,0.0277,49.78
0.2315,0.1499,0.6186,69.35
0.0641,0.8619,0.0741,50.5
0.4173,0.3187,0.264,42.33
0.0511,0.8196,0.1293,53.91
0.0853,0.764,0.1507,53.27
0.0476,0.1031,0.8493,90.09
0.1138,0.3937,0.4925,68.93
0.3319,0.2827,0.3854,52.67
0.0264,0.9605,0.013,49.33
0.1885,0.7103,0.1012,45.64
0.0239,0.962,0.0141,49.51
0.2566,0.38,0.3634,55.34
0.2923,0.4753,0.2324,47.0
0.0266,0.9255,0.0478,51.06
0.0593,0.7704,0.1703,55.55
0.1086,0.8522,0.0392,46.53
0.0371,0.9206,0.0423,50.26
0.0634,0.7263,0.2103,57.34
0.2456,0.4199,0.3345,54.44
0.192,0.2928,0.5152,66.16
0.1176,0.7541,0.1283,50.54
0.2442,0.3081,0.4477,60.18
0.1097,0.8024,0.0879,48.91
0.0989,0.4575,0.4436,67.23
0.1911,0.6944,0.1145,46.17
0.0657,0.8439,0.0904,51.23
0.0458,0.8838,0.0704,51.23
0.0573,0.8769,0.0658,50.43
0.0605,0.9172,0.0223,48.09
0.0575,0.7276,0.2149,57.87
0.2842,0.2194,0.4963,60.6
0.0464,0.9179,0.0356,49.46
0.0339,0.9022,0.064,51.51
0.4468,0.1342,0.419,48.61
0.075,0.6871,0.2378,58.14
0.1048,0.2972,0.598,74.66
0.0399,0.9083,0.0518,50.6
0.0428,0.8771,0.0801,51.87
0.1505,0.1376,0.7119,78.07
0.0709,0.789,0.14,53.46
0.2069,0.1845,0.6086,70.09
0.0268,0.9575,0.0158,49.45
0.0686,0.703,0.2285,58.0
0.4151,0.403,0.1819,38.34
0.5111,0.2229,0.266,37.75
0.0936,0.8351,0.0713,48.89
0.0602,0.9057,0.0342,48.7
0.0669,0.6836,0.2495,59.13
0.0531,0.7628,0.1841,56.55
0.0503,0.9281,0.0216,48.57
0.0161,0.9174,0.0665,52.52
0.1998,0.747,0.0532,42.67
0.0654,0.3924,0.5422,73.84
0.1878,0.1981,0.6141,71.31
0.0441,0.8876,0.0683,51.21
0.0724,0.7356,0.192,55.98
0.0222,0.9563,0.0215,49.97
0.034,0.0977,0.8683,91.71
0.0713,0.7403,0.1884,55.86
0.0503,0.9176,0.0321,49.09
0.1478,0.6476,0.2046,52.84
0.0289,0.0766,0.8945,93.28
0.0549,0.8648,0.0803,51.27
0.0682,0.8252,0.1066,51.92
0.0245,0.0742,0.9013,93.84
0.0176,0.0734,0.909,94.57
0.0586,0.8769,0.0645,50.3
0.0446,0.9202,0.0352,49.53
0.0753,0.7684,0.1563,54.05
0.0191,0.9561,0.0249,50.29
0.0567,0.3292,0.614,77.86
0.0848,0.7821,0.1331,52.41
0.1382,0.7515,0.1103,48.6
0.1588,0.3139,0.5273,68.42
0.0268,0.9563,0.0169,49.51
0.0714,0.9016,0.0271,47.79
0.0367,0.94,0.0234,49.34
0.0338,0.8782,0.088,52.71
0.0406,0.7911,0.1683,56.39
0.0367,0.9268,0.0365,49.99
0.0431,0.9332,0.0237,49.03
0.1006,0.8705,0.0289,46.41
0.0711,0.9037,0.0252,47.7
0.0637,0.8785,0.0578,49.7
0.1663,0.6786,0.1551,49.44
0.0628,0.8434,0.0938,51.55
0.0247,0.9578,0.0176,49.64
0.1454,0.6558,0.1988,52.67
0.0286,0.8576,0.1138,54.26
0.0739,0.8512,0.0749,50.05
0.0254,0.9291,0.0455,51.01
0.1869,0.2431,0.57,69.16
0.1286,0.7199,0.1515,51.14
0.1519,0.6853,0.1627,50.54
0.0601,0.8929,0.047,49.35
0.2001,0.7046,0.0954,44.76
0.0584,0.9161,0.0256,48.36
0.0382,0.8565,0.1052,53.35
0.0456,0.765,0.1894,57.19
0.082,0.8739,0.0441,48.1
0.0343,0.9353,0.0305,49.81
0.3462,0.4901,0.1637,40.88
0.2437,0.6678,0.0884,42.23
0.5255,0.2288,0.2458,36.01
0.0351,0.8848,0.0801,52.25
0.1772,0.7447,0.0781,45.04
0.0192,0.1631,0.8177,89.92
0.0209,0.951,0.0281,50.36
0.0427,0.8621,0.0952,52.63
0.0456,0.152,0.8024,87.84
0.0339,0.9069,0.0592,51.27
0.2294,0.4743,0.2962,53.34
0.026,0.9544,0.0197,49.68
0.2715,0.6535,0.075,40.18
0.0405,0.9381,0.0215,49.05
0.0181,0.0602,0.9217,95.18
0.1432,0.7668,0.0901,47.34
0.0515,0.8735,0.075,51.17
0.0402,0.0572,0.9026,93.12
0.0344,0.9321,0.0335,49.96
0.0842,0.6337,0.2821,59.89
0.0314,0.9031,0.0655,51.71
0.1751,0.127,0.6978,76.13
0.1096,0.5274,0.363,62.67
0.0339,0.9445,0.0216,49.38
0.0505,0.7715,0.178,56.37
0.0933,0.5917,0.315,61.09
0.0622,0.9,0.0378,48.78
0.1979,0.4835,0.3186,56.03
0.0548,0.9161,0.0291,48.72
0.137,0.3326,0.5303,69.67
0.0453,0.8976,0.0571,50.59
0.0944,0.8422,0.0633,48.45
0.0332,0.9382,0.0286,49.77
0.394,0.4993,0.1066,35.63
0.0437,0.7618,0.1945,57.54
0.0222,0.9191,0.0588,51.83
0.0492,0.9213,0.0295,49.02
0.0315,0.9037,0.0648,51.66
0.0544,0.797,0.1486,54.71
0.0587,0.9204,0.0209,48.11
0.1105,0.395,0.4945,69.2
0.0283,0.1272,0.8446,90.81
0.0676,0.9057,0.0266,47.95
0.4784,0.1971,0.3245,42.31
0.0583,0.9004,0.0413,49.15
0.0318,0.9431,0.0251,49.66
0.0864,0.82,0.0936,50.36
0.0249,0.9613,0.0138,49.44
0.2766,0.5316,0.1919,45.76
0.0809,0.3792,0.54,72.96
0.0971,0.8388,0.064,48.34
0.4786,0.4124,0.109,31.52
0.0207,0.9608,0.0185,49.89
0.0592,0.4691,0.4717,70.62
0.0602,0.7121,0.2278,58.38
0.2728,0.442,0.2852,50.62
0.1011,0.8553,0.0436,47.13
0.1458,0.3765,0.4777,66.59
0.3373,0.2356,0.4271,54.49
0.0433,0.9214,0.0353,49.6
0.267,0.263,0.47,60.15
0.5273,0.2392,0.2335,35.31
0.0595,0.8939,0.0466,49.35
0.0565,0.6622,0.2814,61.24
0.0749,0.8437,0.0814,50.33
0.0217,0.9282,0.05,51.42
0.025,0.9626,0.0124,49.37
0.0256,0.1411,0.8333,90.39
0.0351,0.9257,0.0392,50.21
0.1984,0.6247,0.1769,48.93
0.3126,0.2153,0.4721,57.97
0.0387,0.9367,0.0246,49.29
0.034,0.9504,0.0156,49.08
0.257,0.3109,0.4321,58.75
0.0443,0.539,0.4167,68.62
0.2345,0.5451,0.2204,49.29
0.0887,0.8725,0.0389,47.51
0.0277,0.9086,0.0637,51.8
0.0182,0.0708,0.9109,94.64
0.1322,0.7383,0.1294,49.86
0.0224,0.0924,0.8852,93.14
0.0186,0.0559,0.9255,95.35
0.0165,0.9465,0.037,51.03
0.038,0.9137,0.0482,50.51
0.0157,0.9476,0.0366,51.05
0.2217,0.6429,0.1354,45.68
0.0195,0.062,0.9185,94.95
0.0815,0.7352,0.1833,55.09
0.029,0.9452,0.0258,49.84
0.0629,0.0585,0.8786,90.79
0.0554,0.9183,0.0263,48.55
0.2293,0.6414,0.1293,45.0
0.0435,0.6952,0.2613,60.89
0.0822,0.8874,0.0304,47.41
0.077,0.8919,0.0311,47.7
0.0237,0.9589,0.0173,49.68
0.0204,0.9507,0.0289,50.42
0.0267,0.9334,0.0399,50.66
0.1216,0.8416,0.0368,45.76
0.0266,0.9536,0.0198,49.66
0.0588,0.8125,0.1287,53.49
0.0733,0.868,0.0587,49.27
0.0299,0.9299,0.0402,50.52
0.0433,0.9102,0.0465,50.16
0.0313,0.9175,0.0512,51.0
0.0329,0.8655,0.1016,53.44
0.4543,0.3282,0.2174,38.16
0.2371,0.6445,0.1184,44.06
0.0469,0.9261,0.027,49.01
0.0275,0.9476,0.0249,49.87
0.0229,0.1483,0.8287,90.29
0.1869,0.1169,0.6963,75.47
0.0617,0.498,0.4403,68.93
0.0551,0.8737,0.0712,50.8
0.0602,0.9083,0.0315,48.56
0.0641,0.7697,0.1662,55.11
0.0408,0.8485,0.1106,53.49
0.0207,0.0893,0.89,93.47
0.046,0.8858,0.0683,51.11
0.3403,0.3447,0.3151,48.74
0.0257,0.0728,0.9016,93.8
0.0675,0.8819,0.0505,49.15
0.0206,0.9223,0.0571,51.82
0.0373,0.0928,0.8699,91.63
0.0652,0.6239,0.3109,62.28
0.1641,0.6373,0.1986,51.73
0.0365,0.1827,0.7808,87.21
0.3466,0.1208,0.5326,59.3
0.0365,0.6311,0.3324,64.79
0.0667,0.5905,0.3428,63.8
0.362,0.5127,0.1253,38.16
0.0442,0.9375,0.0184,48.71
0.0359,0.9318,0.0323,49.82
0.121,0.7548,0.1242,50.16
0.1121,0.7457,0.1423,51.51
0.0803,0.8718,0.048,48.38
0.0253,0.8492,0.1255,55.01
0.2494,0.4473,0.3033,52.69
0.1109,0.8401,0.049,46.9
0.321,0.1486,0.5304,60.47
0.0379,0.8257,0.1364,54.93
0.097,0.8364,0.0666,48.48
0.0515,0.8413,0.1072,52.79
0.0346,0.9438,0.0216,49.35
0.0351,0.8684,0.0965,53.07
0.1606,0.6752,0.1643,50.19
0.0375,0.8156,0.147,55.48
0.0265,0.9462,0.0272,50.04
0.0385,0.1008,0.8607,91.11
0.017,0.9545,0.0285,50.57
0.0344,0.9215,0.0441,50.49
0.2754,0.343,0.3816,55.31
0.0322,0.093,0.8748,92.13
0.1041,0.6812,0.2147,55.53
0.1002,0.8353,0.0645,48.21
0.1286,0.8004,0.071,47.12
0.0422,0.9297,0.0281,49.3
0.0422,0.9271,0.0306,49.42
0.032,0.9055,0.0624,51.52
0.0203,0.9652,0.0145,49.71
0.0252,0.8923,0.0825,52.86
0.056,0.6059,0.3381,64.11
0.0965,0.8377,0.0658,48.47
0.1788,0.711,0.1102,46.57
0.2277,0.4387,0.3335,55.29
0.0607,0.9144,0.0249,48.21
0.3021,0.4148,0.2831,49.05
0.0852,0.8802,0.0346,47.47
0.065,0.5287,0.4063,67.07
0.0235,0.931,0.0455,51.1
0.1383,0.6303,0.2314,54.65
0.0859,0.8485,0.0656,48.99
0.0348,0.945,0.0202,49.27
0.0426,0.9301,0.0273,49.23
0.0739,0.2284,0.6977,81.19
0.0319,0.9188,0.0493,50.87
0.3438,0.1283,0.5279,59.21
0.1333,0.8321,0.0346,45.06
0.0385,0.7659,0.1956,57.85
0.0439,0.92,0.0361,49.61
0.3179,0.2713,0.4107,54.64
0.0481,0.9189,0.033,49.25
0.0513,0.9225,0.0262,48.74
0.0249,0.9616,0.0135,49.43
0.1418,0.3692,0.489,67.36
0.0247,0.9624,0.0129,49.41
0.0962,0.7207,0.1831,54.34
0.1193,0.7816,0.0991,48.99
0.1221,0.8554,0.0225,45.02
0.0309,0.116,0.8531,91.11
0.0682,0.6926,0.2392,58.55
0.1538,0.2014,0.6448,74.55
0.0598,0.8276,0.1126,52.64
0.043,0.9095,0.0476,50.23
0.0443,0.9109,0.0449,50.03
0.0274,0.9548,0.0177,49.52
0.0536,0.889,0.0574,50.19
0.0476,0.9222,0.0303,49.13
0.0657,0.8721,0.0622,49.83
0.1001,0.8441,0.0558,47.78
0.0669,0.8042,0.1289,53.1
0.2968,0.2131,0.49,59.66
0.0248,0.0803,0.8948,93.5
0.0803,0.8721,0.0476,48.36
0.049,0.9274,0.0236,48.73
0.0848,0.7675,0.1478,53.15
0.0813,0.8925,0.0262,47.25
0.0197,0.9421,0.0383,50.93
0.0385,0.8696,0.0919,52.67
0.0183,0.8675,0.1142,54.79
0.0354,0.9502,0.0144,48.95
0.0532,0.7002,0.2466,59.67
0.0344,0.9263,0.0393,50.24
0.0182,0.1485,0.8333,90.75
0.0326,0.9361,0.0313,49.93
0.1142,0.8583,0.0275,45.66
0.0452,0.9023,0.0525,50.37
0.1831,0.6715,0.1455,48.12
0.0946,0.8431,0.0623,48.38
0.0414,0.8996,0.059,50.88
0.0274,0.9285,0.0441,50.84
0.0649,0.8447,0.0904,51.28
0.2577,0.4542,0.2881,51.52
0.239,0.4666,0.2945,52.77
0.1003,0.8314,0.0683,48.4
0.0833,0.5813,0.3354,62.6
0.2589,0.5005,0.2406,49.09
0.0345,0.9392,0.0263,49.59
0.0861,0.7775,0.1363,52.51
0.0731,0.4085,0.5184,72.27
0.0856,0.7031,0.2113,56.29
0.0439,0.0459,0.9102,93.32
0.0444,0.8946,0.061,50.83
0.0468,0.9205,0.0327,49.3
0.0632,0.8616,0.0752,50.6
0.0724,0.3656,0.562,74.48
0.0706,0.8955,0.0339,48.16
0.0188,0.0992,0.882,93.16
0.0389,0.1056,0.8555,90.83
0.0614,0.8947,0.0439,49.13
0.1523,0.7467,0.101,47.44
0.1076,0.8511,0.0414,46.69
0.1066,0.8334,0.06,47.67
0.0555,0.9116,0.0329,48.87
0.0803,0.2776,0.6421,78.09
0.0564,0.9092,0.0344,48.9
0.0708,0.5461,0.3831,65.62
0.0351,0.9447,0.0202,49.25
0.1178,0.5495,0.3327,60.75
0.0592,0.9038,0.037,48.89
0.0204,0.9424,0.0373,50.84
0.0943,0.8524,0.0534,47.96
0.0286,0.9515,0.0199,49.56
0.0443,0.8282,0.1275,54.16
0.0184,0.0638,0.9178,94.97
0.1331,0.8272,0.0396,45.33
0.0918,0.8865,0.0217,46.5
0.0562,0.8265,0.1173,53.05
0.1535,0.7903,0.0562,45.13
0.0398,0.6072,0.3529,65.66
0.1564,0.3133,0.5302,68.69
0.0517,0.5631,0.3851,66.67
0.0602,0.9131,0.0267,48.32
0.0493,0.8531,0.0975,52.41
0.0977,0.8424,0.0599,48.11
0.3172,0.2397,0.4431,56.29
0.0699,0.5469,0.3833,65.67
0.0711,0.7032,0.2258,57.74
0.105,0.7943,0.1007,49.79
0.046,0.6046,0.3493,65.16
0.044,0.9413,0.0147,48.54
0.1647,0.6943,0.141,48.81
0.0676,0.8901,0.0423,48.74
0.0455,0.0663,0.8882,92.13
0.14,0.6658,0.1943,52.72
0.0345,0.8928,0.0727,51.91
0.0235,0.9315,0.0449,51.07
0.0215,0.0729,0.9056,94.2
0.0569,0.7905,0.1526,54.78
0.0935,0.7528,0.1537,53.01
0.0694,0.8487,0.0819,50.62
0.05,0.0992,0.8508,90.04
0.0254,0.9611,0.0136,49.41
0.1805,0.3722,0.4473,63.34
0.1787,0.3743,0.447,63.42
0.1192,0.7723,0.1084,49.46
0.329,0.5053,0.1657,41.84
0.0738,0.888,0.0382,48.22
0.0611,0.1952,0.7438,84.13
0.2569,0.3412,0.4019,57.25
0.2543,0.5621,0.1836,46.47
0.0348,0.9045,0.0607,51.29
0.0575,0.8287,0.1138,52.81
0.0823,0.7726,0.1451,53.14
0.0192,0.9248,0.0559,51.84
0.1244,0.8274,0.0482,46.19
0.0616,0.318,0.6204,77.94
0.0718,0.903,0.0252,47.67
0.0301,0.9566,0.0133,49.16
0.352,0.2412,0.4068,52.74
0.0233,0.9628,0.0139,49.53
0.1427,0.3041,0.5532,70.53
0.0295,0.0949,0.8757,92.31
0.3924,0.2857,0.3219,46.48
0.0298,0.928,0.0422,50.62
0.2392,0.4845,0.2763,51.85
0.0979,0.8554,0.0467,47.44
0.117,0.761,0.122,50.25
0.1501,0.7975,0.0524,45.12
0.1161,0.7376,0.1463,51.51
0.0463,0.8881,0.0656,50.97
0.0317,0.9529,0.0153,49.18
0.1761,0.7592,0.0647,44.43
0.0562,0.9203,0.0236,48.37
0.0664,0.8561,0.0775,50.55
0.1085,0.7897,0.1019,49.67
0.0936,0.7933,0.1131,50.97
0.0551,0.7751,0.1699,55.74
0.2127,0.3685,0.4188,60.3
0.0204,0.9298,0.0498,51.47
0.0561,0.9159,0.028,48.6
0.0305,0.9556,0.0138,49.16
0.2364,0.547,0.2165,49.01
0.098,0.4539,0.4481,67.5
0.4428,0.2549,0.3023,42.98
0.0328,0.935,0.0323,49.98
0.0512,0.8904,0.0585,50.37
0.0362,0.0843,0.8796,92.17
0.3983,0.4767,0.125,36.34
0.1493,0.4517,0.399,62.49
0.0734,0.807,0.1196,52.31
0.0743,0.3786,0.5471,73.64
0.0363,0.9211,0.0426,50.32
0.0216,0.0787,0.8997,93.91
0.0299,0.9586,0.0115,49.08
0.0731,0.8964,0.0304,47.86
0.2094,0.1834,0.6072,69.89
0.2901,0.5959,0.114,41.19
0.0327,0.0958,0.8714,91.94
0.0348,0.9393,0.0259,49.55
0.1772,0.7413,0.0814,45.21
0.0521,0.9263,0.0216,48.48
0.0354,0.9502,0.0144,48.95
0.0226,0.9582,0.0191,49.83
0.1222,0.6542,0.2236,55.07
0.0419,0.9312,0.0269,49.25
0.0244,0.8412,0.1344,55.5
0.4312,0.3847,0.1841,37.64
0.0572,0.8707,0.0721,50.75
0.0706,0.8858,0.0436,48.65
0.035,0.9439,0.0211,49.31
0.0403,0.8204,0.1393,54.95
0.0411,0.9415,0.0173,48.81
0.1007,0.1716,0.7276,81.34
0.069,0.8816,0.0494,49.02
0.1171,0.8373,0.0456,46.43
0.1079,0.8315,0.0606,47.63
0.4354,0.2371,0.3276,44.61
0.0617,0.1396,0.7986,86.85
0.0529,0.9277,0.0194,48.32
0.0284,0.887,0.0845,52.81
0.0493,0.7569,0.1937,57.22
0.0421,0.9391,0.0188,48.84
0.0436,0.8482,0.1081,53.22
0.0255,0.0753,0.8992,93.68
0.0516,0.7953,0.1531,55.08
0.1071,0.4631,0.4298,66.13
0.1886,0.7346,0.0768,44.41
0.0309,0.9505,0.0186,49.39
0.1288,0.7746,0.0966,48.39
0.153,0.3884,0.4586,65.28
0.0374,0.8405,0.1221,54.23
0.0157,0.9563,0.028,50.62
0.0258,0.9117,0.0624,51.83
0.0567,0.8401,0.1033,52.33
0.1047,0.8191,0.0762,48.58
0.0737,0.851,0.0754,50.09
0.0653,0.3349,0.5998,76.72
0.0322,0.9331,0.0347,50.12
0.0493,0.898,0.0527,50.17
0.0683,0.8782,0.0535,49.26
0.0354,0.9502,0.0144,48.95
0.0383,0.9328,0.0289,49.53
0.1027,0.8461,0.0511,47.42
0.1759,0.6706,0.1535,48.88
0.0695,0.4065,0.5241,72.73
0.0658,0.8839,0.0503,49.23
0.0211,0.9608,0.0182,49.85
0.3385,0.4651,0.1964,42.9
0.0335,0.9529,0.0136,49.01
0.0366,0.8591,0.1042,53.38
0.0179,0.0787,0.9034,94.28
0.1445,0.8212,0.0343,44.49
0.0308,0.9296,0.0396,50.44
0.0411,0.8072,0.1517,55.53
0.0401,0.903,0.0569,50.84
0.04,0.1861,0.7739,86.7
0.0608,0.8751,0.0641,50.17
0.3926,0.4903,0.117,36.22
0.0518,0.0954,0.8528,90.05
0.0372,0.9416,0.0212,49.2
0.1973,0.7413,0.0614,43.21
0.0489,0.8402,0.1109,53.1
0.0316,0.9307,0.0377,50.3
0.2335,0.6713,0.0952,43.08
0.0556,0.7861,0.1583,55.13
0.0325,0.9529,0.0146,49.1
0.0526,0.8707,0.0767,51.21
0.0987,0.2867,0.6147,75.8
0.0537,0.8367,0.1096,52.79
0.0755,0.7919,0.1326,52.86
0.0327,0.2494,0.7179,84.26
0.0189,0.0743,0.9068,94.4
0.0379,0.9375,0.0246,49.33
0.1132,0.8131,0.0738,48.03
0.1087,0.4042,0.4871,68.92
0.0759,0.8628,0.0612,49.26
0.0364,0.9278,0.0358,49.97
0.0196,0.0477,0.9327,95.65
0.0303,0.8855,0.0842,52.7
0.0244,0.9543,0.0213,49.84
0.1504,0.5224,0.3272,58.84
0.0346,0.1606,0.8049,88.51
0.0553,0.7711,0.1736,55.91
